income,employment_length,loan_amount,loan_interest_rate,credit_history_length,max_allowed_loan
99000,4,10000,11.99,12,164231
115000,4,2500,19.13,5,164236
92000,5,15000,10.59,15,164352
156000,7,15000,17.58,3,164372
142000,2,6000,13.48,3,164381
125000,5,16800,6.91,10,164412
140787,9,4500,5.42,2,164428
130000,3,24000,10.99,8,164455
110000,1,6000,7.14,7,164476
110000,14,6000,7.49,5,164476
110000,15,6000,10.99,6,164476
110000,4,6000,8.0,10,164476
110000,3,6000,7.14,8,164476
150000,0,8000,7.14,2,164479
150000,7,8000,6.91,2,164479
155000,6,6000,10.65,3,164483
108639,2,18000,9.99,15,164503
143000,1,7000,10.36,2,164580
114996,16,24000,11.36,11,164582
130000,2,10800,10.99,6,164672
115500,3,20000,13.48,7,164755
149385,6,7000,8.94,4,164774
109000,4,15000,7.9,5,164810
140000,12,24100,11.83,7,164858
125000,6,3800,6.99,7,164933
100000,1,20000,11.41,11,164948
100000,0,20000,9.88,16,164948
150000,10,30000,12.69,2,164955
108000,8,10000,13.06,19,164957
140000,12,24000,10.0,8,164958
120000,5,15000,7.49,5,164963
120000,2,15000,10.74,5,164963
120000,8,15000,14.72,10,164963
120000,3,15000,10.59,10,164963
120000,4,15000,6.17,7,164963
100000,8,10000,8.59,9,164965
100000,5,10000,7.66,9,164965
100000,0,10000,9.99,9,164965
100000,9,10000,8.59,10,164965
100000,2,10000,12.87,8,164965
100000,1,10000,5.42,7,164965
150000,3,15000,7.88,3,164971
150000,0,15000,11.48,3,164971
150000,5,15000,14.22,3,164971
90000,0,6000,11.11,14,164971
90000,8,6000,7.49,16,164971
90000,9,6000,6.03,14,164971
125000,8,10000,11.49,7,164972
125000,1,10000,7.51,5,164972
125000,0,10000,7.66,7,164972
125000,0,10000,7.51,7,164972
120000,11,9000,6.03,6,164972
140000,0,10000,7.49,3,164975
140000,9,10000,9.99,4,164975
130000,2,4000,5.79,4,164984
120000,1,3000,12.69,8,164985
100000,8,15000,10.65,12,164989
100000,2,7000,5.79,16,164992
85000,2,5000,13.99,15,164992
100000,11,3000,11.49,16,164994
100000,6,3000,12.99,13,164994
114000,14,17325,15.65,7,165033
148080,0,20000,12.29,4,165065
143000,5,6500,15.37,2,165081
89018,7,5800,11.97,17,165106
141000,7,4000,10.65,2,165185
116004,1,25000,12.21,12,165235
141000,10,18000,17.93,3,165265
150000,4,7200,7.51,2,165280
123996,2,2000,5.42,7,165383
113000,15,21000,11.71,10,165402
135000,11,16800,8.9,5,165415
168600,3,20000,11.58,2,165429
95000,0,15000,10.38,13,165453
95000,2,15000,10.37,11,165453
110000,4,16000,6.03,9,165458
90000,7,10000,7.51,12,165461
90000,5,10000,7.88,11,165461
90000,3,10000,14.79,11,165461
150000,9,22000,10.37,3,165463
130000,12,10000,10.99,7,165473
130000,8,10000,5.79,6,165473
120000,7,8500,7.51,5,165473
135000,10,10000,6.99,3,165474
110000,6,5000,9.99,10,165478
107004,3,10000,6.91,11,165478
111996,1,2500,7.74,6,165479
130000,3,3500,7.74,2,165485
120000,12,2500,5.42,8,165486
120000,12,2500,9.99,9,165486
107203,14,6000,10.36,7,165500
96000,3,12000,6.54,12,165559
150000,2,14400,12.69,3,165571
150000,8,14400,11.14,4,165571
137004,9,5600,5.42,4,165636
139008,2,15000,7.49,4,165679
100000,3,24250,10.59,13,165691
95000,0,10000,8.59,13,165713
105000,2,7500,10.74,9,165721
112500,2,3000,12.98,8,165734
124000,2,14000,6.03,9,165766
98736,8,8000,7.51,12,165767
120000,13,8200,11.49,9,165774
106226,9,20000,6.54,6,165846
131004,13,24000,8.49,7,165911
105201,19,15000,13.57,11,165935
120000,0,20000,11.14,9,165956
130000,12,16000,6.03,7,165965
120000,1,14000,12.69,10,165965
120000,6,14000,6.99,6,165965
155000,8,20000,12.42,4,165966
110000,1,10000,10.99,8,165968
90000,1,5000,11.71,12,165973
120000,11,8000,5.99,7,165974
120000,8,8000,11.14,5,165974
120000,11,8000,13.49,8,165974
95000,2,5000,7.14,15,165975
95000,4,5000,7.29,11,165975
120000,13,2000,15.23,5,165987
100000,16,18000,9.99,17,165988
100000,13,6000,6.99,11,165992
98000,5,6400,7.51,16,166072
133000,5,20000,17.58,5,166160
153000,1,25000,12.53,3,166210
125000,4,15000,7.88,9,166214
125000,4,15000,10.59,7,166214
125000,13,15000,12.21,9,166214
115731,12,7200,7.74,8,166371
98000,8,10000,6.62,11,166391
130000,1,35000,14.46,6,166442
125000,14,21000,11.11,9,166457
110000,1,15000,11.14,10,166460
110000,3,15000,12.99,10,166460
105000,9,12000,9.2,5,166463
125000,7,8500,14.59,10,166474
120000,9,7500,13.55,9,166475
90000,7,4500,7.14,17,166475
110000,15,4000,6.62,6,166480
102031,9,12000,13.48,5,166516
120000,1,7400,6.03,9,166575
145000,5,14500,16.77,3,166720
132000,2,18000,7.9,7,166762
96000,0,6000,5.42,11,166772
136000,10,10000,9.88,4,166774
128000,6,6000,10.59,9,166779
96000,3,6000,15.05,11,166792
122000,13,10000,12.73,7,166871
120000,16,25000,15.95,8,166949
120000,3,25000,15.65,10,166949
120000,14,25000,9.99,6,166949
120000,0,25000,13.3,9,166949
100000,15,18000,10.75,13,166950
160000,8,25000,13.49,2,166962
130000,6,15000,9.51,5,166966
120000,9,13000,13.61,7,166966
125000,12,8000,13.98,10,166975
120000,1,7000,7.14,8,166976
120000,8,7000,10.99,8,166976
120000,13,7000,7.51,9,166976
120000,5,7000,10.99,7,166976
120000,0,7000,11.48,7,166976
90000,2,4000,12.18,16,166976
95000,0,4000,12.69,16,166977
95000,16,4000,7.49,15,166977
109500,4,19125,9.91,7,166978
95004,2,4000,9.63,16,166984
100000,5,25000,11.36,15,166986
130000,0,2000,13.49,4,166988
110888,0,10400,9.91,6,166988
100000,5,5000,6.99,16,166993
123500,0,12000,7.49,5,167043
93600,3,6000,7.88,13,167131
144000,10,20000,14.17,3,167163
143375,9,12000,6.03,3,167191
95000,0,18000,11.11,13,167198
112995,8,2250,6.99,10,167228
108000,12,9800,7.66,12,167311
97500,6,13000,5.42,12,167333
104000,3,25000,11.86,13,167341
96000,8,15000,14.65,12,167353
121000,7,8000,9.91,10,167424
110000,9,25000,14.59,8,167445
125000,14,20000,7.88,8,167458
110000,2,14000,6.03,9,167461
150000,6,20000,12.42,3,167465
150000,9,20000,12.21,2,167465
150000,9,20000,13.47,4,167465
90000,7,8000,5.42,13,167465
130000,2,8000,11.99,9,167476
130000,6,8000,7.49,8,167476
135000,10,8000,12.42,3,167477
115000,5,5000,14.84,7,167479
115000,2,5000,6.03,10,167479
138000,1,5000,14.91,2,167482
121680,3,15000,12.87,5,167483
140000,4,14400,10.83,4,167569
92500,1,8000,12.68,14,167716
116004,10,12000,8.94,9,167772
153000,7,8000,12.84,2,167929
140000,6,35000,16.77,8,167946
120000,15,24000,6.17,8,167950
120000,5,18000,11.48,6,167958
100000,9,12000,7.88,14,167961
100000,3,12000,6.62,14,167961
100000,5,12000,7.88,14,167961
100000,0,12000,7.14,17,167961
100000,2,12000,13.48,15,167961
160000,4,24000,6.17,2,167963
122000,3,15000,10.39,7,167963
122000,1,15000,11.48,9,167963
120000,11,12000,7.88,5,167967
120000,15,12000,6.03,9,167967
120000,8,12000,7.51,9,167967
120000,14,12000,6.17,7,167967
150000,8,12000,6.91,2,167974
150000,3,12000,8.49,3,167974
130000,0,7500,12.98,8,167977
130000,2,7500,11.71,8,167977
120000,0,6000,5.42,10,167978
120000,3,6000,14.22,9,167978
120000,0,6000,7.51,6,167978
120000,4,6000,6.76,5,167978
120000,6,6000,7.4,8,167978
120000,13,6000,10.65,10,167978
120000,2,6000,5.42,6,167978
120000,4,6000,6.99,9,167978
120000,2,6000,12.69,6,167978
120000,13,6000,6.03,9,167978
120000,1,6000,10.99,9,167978
120000,12,6000,8.9,9,167978
120000,11,6000,10.59,6,167978
120000,12,6000,6.03,6,167978
145000,8,6000,5.79,2,167981
150000,0,24000,15.96,25,168000
106000,3,12000,8.49,6,168163
116000,19,19750,14.26,19,168166
132000,3,10000,7.66,6,168173
112000,15,5400,14.27,6,168177
99000,2,10000,7.29,15,168191
101000,0,1475,5.79,17,168200
130000,0,7200,9.91,5,168277
92000,13,6400,14.11,13,168370
126000,0,8000,13.92,8,168375
120000,9,5600,11.49,5,168378
87920,2,3000,12.21,16,168423
130000,0,20000,5.79,7,168459
130000,13,20000,10.62,8,168459
130000,13,20000,6.91,8,168459
130000,2,20000,11.14,10,168459
130000,13,20000,11.49,6,168459
115000,6,15500,12.42,10,168460
102000,5,10000,6.92,10,168465
105000,2,10000,8.94,7,168466
105000,12,10000,13.48,8,168466
90000,14,7000,7.49,13,168467
130000,3,7000,6.76,5,168477
130000,5,7000,8.59,5,168477
130000,11,7000,11.83,7,168477
108000,2,15000,11.36,8,168558
136000,7,15000,15.28,5,168567
120000,2,15000,14.65,20,168597
120000,7,15000,7.9,26,168597
103000,0,6400,7.29,7,168673
125000,2,25000,10.74,10,168701
105000,8,15000,14.27,10,168707
105000,14,15000,13.99,6,168707
155000,9,25000,9.91,4,168710
125000,8,12500,8.49,10,168718
120000,14,11250,11.49,6,168718
90000,1,4000,12.69,17,168793
95000,15,6825,11.66,13,168894
100000,3,16000,6.99,12,168953
135000,12,20000,10.25,8,168960
115000,16,15000,13.49,9,168961
115000,16,15000,7.51,8,168961
140000,2,20000,12.29,9,168962
140000,6,20000,14.09,9,168962
130000,4,13000,13.11,7,168968
140000,10,13000,7.88,4,168970
120000,2,5000,11.89,7,168979
120000,11,5000,9.32,8,168979
120000,9,5000,10.0,7,168979
120000,2,5000,13.06,9,168979
120000,3,5000,7.29,6,168979
120000,3,5000,10.38,9,168979
90000,6,2000,8.0,16,168983
125004,12,6000,5.42,7,168984
125004,12,6000,7.88,6,168984
100000,6,7000,6.99,14,168992
121000,15,18400,13.48,5,169108
145986,2,6000,5.42,4,169165
150000,4,10800,11.83,3,169175
120000,3,4800,7.4,6,169180
120000,13,4800,13.61,6,169180
125000,3,12000,10.0,8,169218
125000,4,12000,10.65,10,169218
125000,2,12000,10.38,6,169218
145000,7,12000,10.99,2,169223
98000,15,12000,10.99,13,169259
138000,11,17000,7.88,6,169265
138000,7,10000,13.8,3,169374
140000,9,5600,12.99,2,169381
120000,3,25000,15.62,20,169396
110000,0,12000,10.74,10,169464
110000,0,12000,7.51,6,169464
110000,6,12000,8.9,9,169464
110000,7,12000,14.59,6,169464
121000,8,12000,11.99,10,169467
130000,1,12500,9.62,5,169469
130000,3,6000,7.88,6,169479
130000,3,6000,7.14,8,169479
139008,0,11200,8.59,4,169483
105600,5,10000,10.99,9,169486
141996,10,15000,6.17,4,169563
97000,3,5000,13.92,17,169575
143500,11,24000,14.09,7,169683
125000,5,24000,10.99,5,169702
115000,3,20000,12.53,5,169703
125004,12,24000,7.88,6,169708
135000,1,12500,5.42,5,169720
108000,11,3000,11.36,6,169782
95000,6,5000,7.51,16,169792
130000,11,5600,9.63,10,169880
110000,1,5000,7.51,28,169897
121000,3,17600,10.75,5,169909
110000,8,28000,7.49,17,169940
129996,1,25000,11.11,5,169947
130000,14,25000,15.21,8,169953
100000,0,15000,10.99,14,169955
100000,3,15000,9.63,12,169955
100000,2,15000,10.0,16,169955
150000,10,25000,11.12,2,169959
150000,0,25000,13.06,4,169959
150000,6,25000,10.74,3,169959
150000,0,25000,11.49,2,169959
150000,3,25000,15.21,2,169959
118189,6,25000,10.99,8,169960
120000,0,16000,8.94,5,169961
120000,15,16000,6.03,9,169961
120000,3,16000,7.88,8,169961
120000,9,16000,7.9,9,169961
180000,2,28000,10.65,4,169963
100000,9,10000,5.79,14,169964
100000,2,10000,8.59,13,169964
100000,9,10000,6.62,16,169964
130000,5,12000,13.61,10,169969
120000,2,10000,11.71,7,169970
120000,12,10000,9.99,9,169970
120000,15,10000,10.75,8,169970
120000,12,10000,10.99,7,169970
120000,11,10000,13.61,6,169970
120000,3,10000,15.62,10,169970
120000,1,10000,10.51,5,169970
120000,11,10000,10.99,6,169970
120000,14,10000,10.99,6,169970
120000,3,10000,6.92,8,169970
120000,2,10000,5.42,8,169970
140000,3,12000,7.49,3,169972
110000,5,6000,8.59,6,169975
110000,0,6000,7.14,10,169975
100000,1,5000,11.66,5,169975
150000,8,10000,10.99,3,169976
150000,8,10000,7.88,3,169976
150000,8,10000,5.79,2,169976
150000,4,10000,8.59,4,169976
150000,8,10000,10.65,4,169976
150000,8,10000,7.74,4,169976
130000,11,5500,17.56,5,169980
140000,9,5000,14.26,2,169982
120000,4,4000,13.72,10,169982
120000,8,4000,10.37,8,169982
120000,3,4000,10.74,7,169982
120000,13,4000,7.51,8,169982
100000,6,10000,7.51,12,169991
100000,5,10000,7.49,12,169991
111280,13,8000,6.91,10,170019
121500,13,6000,8.94,7,170153
155000,7,8000,5.79,2,170229
105000,4,3000,13.43,8,170232
110000,6,11200,11.99,5,170265
125000,6,4700,11.71,6,170281
108000,8,13200,8.94,6,170361
140300,8,12000,7.51,4,170362
120000,2,9600,10.59,8,170371
120000,4,3600,7.49,8,170383
120000,3,3600,6.92,9,170383
91000,4,7000,7.68,11,170417
130000,2,18000,12.04,5,170461
95000,5,10000,10.65,14,170462
95000,0,10000,10.95,13,170462
102000,1,8000,7.51,6,170469
130000,11,5000,14.61,5,170481
130000,4,5000,13.49,5,170481
130000,11,5000,9.91,9,170481
130000,3,5000,7.68,7,170481
163000,8,25000,10.37,4,170562
112000,5,3000,12.69,8,170583
103000,1,25000,10.74,14,170640
139913,10,11200,10.99,2,170659
130000,3,24250,10.62,6,170703
135000,5,25000,10.75,7,170704
135000,5,25000,6.91,8,170704
135000,5,25000,11.12,8,170704
145000,1,25000,11.36,9,170707
156600,8,25000,11.48,4,170710
108000,2,15000,11.36,16,170750
112000,2,25000,10.74,10,170945
140000,11,25000,15.75,9,170956
140000,4,25000,11.12,5,170956
140000,1,25000,11.36,7,170956
140000,7,25000,15.83,9,170956
140000,2,25000,13.11,6,170956
150000,3,24000,7.49,4,170960
150000,10,24000,9.96,2,170960
150000,10,24000,10.99,4,170960
150000,4,24000,11.83,2,170960
120000,2,15000,10.99,9,170962
120000,4,15000,10.99,5,170962
120000,8,15000,9.76,10,170962
140000,2,18000,7.9,6,170964
100000,12,9000,5.42,11,170966
105000,7,7500,10.99,5,170971
120000,3,9000,5.99,9,170972
90000,0,4500,7.51,16,170974
150000,8,9000,7.51,4,170977
110000,8,5000,5.79,7,170977
120000,3,3000,5.42,8,170984
120000,5,3000,14.22,6,170984
140004,9,4000,7.68,3,170989
100000,14,5000,7.14,11,170993
99000,15,12000,11.14,12,171109
110000,4,9200,6.03,11,171192
125000,3,10000,9.91,10,171221
125000,5,10000,7.51,7,171221
125000,13,10000,5.79,6,171221
135000,1,11000,6.62,10,171222
135000,5,11000,10.99,6,171222
135000,11,11000,9.32,6,171222
98000,21,10000,8.9,12,171263
105500,3,8000,11.49,9,171320
132000,7,20000,12.68,7,171359
108000,3,10000,6.62,17,171431
110000,5,10000,7.14,8,171467
110000,7,10000,8.94,5,171467
150000,3,16000,16.32,4,171468
115200,3,30000,7.9,7,171539
144000,3,30000,5.99,6,171552
116004,2,14000,12.99,6,171569
120000,14,8400,5.42,7,171573
120000,3,12000,7.88,24,171597
135000,9,24000,14.61,9,171705
115000,2,18000,12.69,10,171706
105000,11,12000,10.99,10,171712
105000,4,12000,13.49,9,171712
105000,2,12000,7.29,8,171712
105000,2,12000,7.88,9,171712
132000,4,13000,7.51,8,171768
150000,8,8200,6.99,3,171778
97000,12,2800,15.96,12,171781
136000,10,5000,6.99,3,171782
91200,1,6000,7.68,16,171810
171194,7,25000,10.99,4,171837
101000,0,20000,10.65,17,171846
93450,0,15000,11.58,12,171888
100000,15,18000,12.73,13,171949
120000,15,20000,6.17,6,171955
120000,9,20000,9.99,5,171955
140000,12,24000,11.71,7,171957
140000,12,24000,10.99,8,171957
110000,5,15000,6.91,6,171958
115000,3,12000,5.79,8,171965
104000,15,10000,10.65,6,171965
100000,3,8000,5.79,13,171968
159996,7,12000,5.42,2,171970
130000,0,10000,11.86,7,171972
130000,12,10000,16.29,8,171972
120000,14,8000,10.25,9,171973
140000,1,10000,12.87,4,171974
140000,3,10000,9.91,3,171974
90000,4,3500,8.0,13,171977
150000,7,8000,8.9,2,171979
125000,3,3000,7.51,10,171985
100010,11,8000,11.49,13,171986
120000,0,2000,14.22,6,171987
100000,7,12000,10.99,17,171990
125600,13,10000,7.88,6,172091
128400,3,14000,14.84,7,172146
110000,6,17000,8.88,11,172189
95000,2,14000,13.48,13,172189
98603,18,20000,7.51,14,172221
135000,3,10000,7.51,6,172223
135000,4,10000,7.74,6,172223
115000,0,6000,12.18,5,172226
116004,1,18000,10.37,16,172236
150000,10,15200,16.0,2,172269
110000,3,8000,6.76,11,172392
110000,12,8000,7.14,11,172392
109200,10,2300,7.9,7,172405
125000,2,8800,13.85,7,172423
125000,14,15000,6.03,5,172463
150000,4,15000,16.0,2,172469
150000,9,15000,12.42,3,172469
150000,5,15000,12.18,3,172469
150000,5,15000,7.88,2,172469
150000,4,15000,9.63,4,172469
150000,6,15000,14.42,2,172469
109000,5,15000,7.29,16,172470
146000,7,10000,13.72,3,172475
146000,5,10000,16.89,4,172475
150000,8,7500,7.49,4,172479
90000,4,3000,7.51,16,172479
90000,1,3000,10.36,13,172479
90000,4,3000,7.14,13,172479
100000,0,2500,9.99,9,172483
103000,6,18000,7.88,15,172500
130104,3,3000,10.38,7,172626
125000,14,21000,13.72,8,172705
99400,18,6000,5.42,17,172912
121000,3,2500,7.51,7,172936
110000,0,25000,10.74,12,172943
160000,8,35000,13.49,2,172951
100000,3,12000,7.51,13,172959
100000,1,12000,7.88,12,172959
140000,6,16000,7.88,6,172966
122000,2,10000,13.49,8,172970
122000,11,10000,7.88,6,172970
100000,4,7000,6.76,16,172970
120000,8,7000,6.76,5,172975
120000,0,7000,5.42,10,172975
160000,7,11000,7.9,3,172976
95459,13,3600,8.49,14,172977
150000,8,7000,12.61,3,172980
150000,0,7000,7.9,3,172980
150000,2,7000,14.27,3,172980
110000,4,3000,13.61,10,172982
100000,0,7000,8.59,12,172992
148350,5,5000,8.49,2,173003
125000,14,14400,13.85,5,173064
95000,3,12000,10.99,16,173207
125000,2,8000,10.99,9,173224
125000,5,8000,6.76,9,173224
104606,8,15000,15.28,12,173247
175000,2,19200,6.17,3,173270
95000,0,1500,13.72,16,173295
105500,3,6000,12.21,5,173324
126000,11,3000,7.12,8,173385
131040,5,10000,7.51,8,173428
130000,5,15000,7.49,7,173464
130000,7,15000,12.18,10,173464
130000,8,15000,13.16,9,173464
125000,4,14000,13.61,6,173465
110000,0,8000,11.71,6,173470
90000,3,2000,8.94,11,173483
120000,16,18400,13.06,9,173557
108000,4,10000,7.14,8,173566
132000,2,11200,6.99,6,173570
140000,0,8400,8.0,4,173576
102000,6,10000,10.25,15,173591
125000,6,20000,15.95,10,173706
105000,11,10000,7.51,10,173715
144000,5,35000,7.9,10,173746
100000,7,11200,16.0,13,173761
120000,7,18000,12.69,7,173957
120000,5,18000,11.49,9,173957
130000,1,14500,9.63,10,173965
153600,9,18000,6.03,3,173966
120000,5,12000,5.79,7,173966
120000,12,12000,5.79,9,173966
120000,15,12000,8.88,9,173966
120000,1,12000,10.74,6,173966
120000,12,12000,5.99,6,173966
120000,6,12000,5.79,5,173966
120000,11,12000,10.99,6,173966
120000,15,12000,9.99,6,173966
140000,3,15000,7.88,7,173967
140000,12,15000,6.03,8,173967
115000,5,10000,13.92,6,173968
100000,2,6000,7.51,12,173972
100000,8,6000,7.14,17,173972
100000,4,6000,7.51,12,173972
100000,3,6000,11.49,14,173972
130000,12,8000,7.14,10,173975
130000,5,8000,10.75,7,173975
130000,12,8000,10.59,5,173975
120000,5,6000,13.06,8,173977
120000,14,6000,6.17,6,173977
120000,14,6000,11.49,8,173977
120000,14,6000,7.68,7,173977
120000,12,6000,5.42,8,173977
120000,0,6000,10.65,9,173977
120000,0,6000,13.49,8,173977
120000,3,6000,12.84,9,173977
120000,3,6000,10.99,8,173977
120000,4,6000,6.92,8,173977
120000,14,6000,5.42,10,173977
150000,8,6000,14.09,3,173981
150000,8,6000,5.79,2,173981
150000,0,6000,8.49,4,173981
126000,12,2400,10.99,6,173986
100000,6,6000,13.47,17,173992
115000,14,9925,11.14,10,174043
122000,3,15000,11.86,6,174062
132750,3,25000,13.06,8,174078
95000,16,12000,10.99,15,174189
105000,0,20000,11.48,15,174198
98000,16,7000,6.99,12,174269
153000,1,16800,6.99,4,174418
125000,3,13000,8.38,5,174466
110000,3,7000,12.21,10,174472
130000,7,7200,8.9,8,174776
110000,18,10000,7.9,17,174791
101004,11,12000,7.88,16,174817
100000,1,20000,11.14,14,174945
100000,4,15000,13.47,11,174953
100000,5,15000,13.85,12,174953
130000,14,20000,12.73,10,174958
150000,9,20000,10.0,3,174963
150000,3,20000,10.59,2,174963
100000,1,10000,7.51,11,174963
120000,2,11000,10.99,6,174967
150000,9,12500,15.58,3,174972
100000,9,5000,7.29,13,174975
100000,4,5000,13.98,13,174975
100000,2,5000,5.42,16,174975
100000,3,5000,6.92,13,174975
160000,8,9000,5.42,4,174978
140000,9,7000,7.14,2,174978
120000,3,5000,13.61,7,174979
120000,8,5000,7.49,10,174979
120000,14,5000,8.0,6,174979
120000,2,5000,6.17,7,174979
120000,6,5000,11.49,9,174979
120000,2,5000,10.65,9,174979
120000,11,5000,9.99,5,174979
150000,8,5000,13.43,3,174983
150000,6,5000,16.32,2,174983
100000,7,13000,6.03,16,174989
115600,2,9925,7.29,9,175003
120000,2,4800,7.88,9,175179
103000,3,5000,15.21,7,175225
125000,12,6000,5.79,9,175228
138000,3,4000,11.86,4,175384
131040,0,8000,13.35,5,175431
115000,3,20000,10.83,5,175452
170000,0,20000,10.37,4,175467
170000,1,20000,13.06,2,175467
125000,14,12000,10.75,8,175467
150000,7,12000,6.54,3,175473
150000,2,12000,6.62,4,175473
150000,9,12000,7.88,2,175473
150000,9,12000,10.37,3,175473
150000,5,12000,6.99,4,175473
150000,4,12000,6.62,4,175473
150000,5,12000,5.42,2,175473
150000,3,12000,8.07,4,175473
150000,1,12000,12.87,2,175473
150000,3,12000,10.37,2,175473
150000,9,12000,7.51,4,175473
150000,9,12000,10.37,4,175473
150000,5,12000,13.06,3,175473
150000,6,12000,7.9,2,175473
110000,3,6000,7.14,8,175474
156000,9,35000,14.27,8,175549
136000,2,8000,9.25,9,175576
125000,9,18000,13.43,10,175708
112000,15,9000,11.14,9,175769
140000,2,20000,13.85,9,175960
120000,2,16000,5.79,6,175960
120000,15,10000,12.69,5,175969
120000,3,10000,8.94,5,175969
120000,15,10000,5.42,9,175969
120000,5,10000,7.51,8,175969
120000,3,10000,5.42,10,175969
120000,8,10000,5.79,5,175969
115000,2,8000,7.51,6,175971
130000,12,6000,11.71,6,175978
130000,2,6000,10.75,9,175978
140000,10,6000,7.9,4,175980
140000,5,6000,12.18,3,175980
120000,4,4000,7.14,10,175981
120000,7,4000,7.14,9,175981
100000,21,12000,5.99,17,175990
100000,8,4000,7.88,12,175993
143150,1,10000,6.54,3,176069
102000,5,7500,13.49,17,176069
157500,1,5000,12.69,2,176109
136000,3,21000,13.99,10,176158
120000,17,35000,10.38,14,176186
125004,2,30000,13.3,7,176199
125000,5,5000,7.14,10,176229
98000,21,5000,11.26,17,176274
98000,3,5000,7.68,16,176274
98000,18,4000,6.03,17,176313
114000,11,6000,10.37,10,176375
114000,16,6000,15.23,10,176375
130000,3,25000,15.62,8,176451
129996,4,12000,15.68,10,176462
110000,2,5000,7.51,8,176477
110000,3,5000,12.99,8,176477
110000,2,5000,9.99,5,176477
143485,10,10000,10.62,2,176505
145000,11,19200,7.49,5,176513
139008,2,25000,13.47,9,176516
120000,2,15400,14.79,7,176560
98700,6,6000,6.03,16,176566
120000,6,25000,10.99,11,176588
109200,4,9000,8.63,6,176608
109800,12,10000,10.99,7,176626
103240,5,4000,5.99,6,176648
142000,3,15000,16.07,8,176667
110000,2,4800,14.65,5,176677
111000,4,6400,10.37,5,176724
120000,9,17625,13.17,24,176771
110000,12,8000,7.14,15,176792
110000,0,15600,8.9,8,176856
107000,10,5000,6.92,8,176876
130000,2,18000,7.9,6,176960
120000,2,15000,10.0,9,176961
120000,3,15000,9.88,8,176961
120000,4,15000,10.99,9,176961
110000,0,10000,5.79,6,176966
110000,4,10000,7.51,8,176966
110000,3,10000,10.99,9,176966
110000,16,10000,12.18,5,176966
135000,6,12000,7.51,7,176969
140000,0,12000,11.71,6,176970
140000,11,12000,14.59,7,176970
120000,9,9000,6.92,9,176971
129996,3,5000,7.29,10,176975
129996,3,5000,9.63,8,176975
130000,2,5000,10.99,8,176980
130000,3,5000,7.4,7,176980
100000,4,3000,10.37,14,176980
140000,0,5000,9.99,2,176982
100000,5,7000,7.49,12,176991
108928,3,6000,7.51,25,176999
111000,2,5000,7.49,12,177033
145992,1,20000,16.35,8,177051
98000,1,14000,7.66,12,177054
144000,10,10000,9.91,3,177174
130000,3,11250,14.27,6,177219
125000,9,4000,11.49,7,177232
96000,10,5000,13.49,16,177373
95000,18,5000,5.79,17,177392
149981,7,25000,12.98,8,177432
135000,14,25000,15.33,7,177453
115000,13,18000,7.9,5,177454
150000,1,25000,11.36,5,177457
150000,11,25000,6.99,9,177457
110000,0,15000,12.98,6,177457
110000,5,15000,7.88,7,177457
110000,0,15000,8.94,9,177457
110000,17,15000,6.54,9,177457
140000,5,18500,7.9,5,177462
150000,10,17500,11.83,2,177466
125000,14,10000,6.92,5,177470
150000,9,10000,5.79,3,177475
150000,4,10000,5.42,2,177475
150000,9,10000,6.03,4,177475
150000,9,10000,12.99,3,177475
150000,5,10000,7.49,4,177475
120996,14,4000,7.14,8,177475
120000,15,8400,6.03,8,177572
120000,1,6000,7.51,30,177597
142000,3,14000,6.92,8,177668
134500,9,24000,10.99,6,177704
115000,6,12000,12.69,5,177714
115000,0,12000,7.51,10,177714
127500,14,13500,7.49,10,177715
142000,3,21000,10.38,5,177759
118000,16,11000,11.49,7,177766
122000,4,11200,13.22,8,177867
144996,2,25000,16.35,6,177950
120000,1,20000,6.54,7,177953
120000,1,20000,9.88,9,177953
120000,3,20000,6.92,7,177953
120000,4,20000,10.65,5,177953
120000,4,20000,13.79,7,177953
100000,12,12000,8.94,14,177958
140000,12,18000,9.76,6,177962
140000,8,11000,10.74,7,177972
120000,4,8000,6.03,5,177972
120000,0,8000,8.49,7,177972
132000,0,6800,7.14,5,177977
155000,0,8000,10.37,2,177979
110000,12,3500,13.35,7,177980
95000,4,2500,15.65,17,177981
125000,2,17000,8.88,25,177996
120000,1,20000,9.99,28,177996
99518,20,6000,6.62,13,178080
125004,1,15600,7.51,10,178117
105000,6,15000,6.03,15,178189
114600,3,5000,8.49,10,178337
111996,11,12000,7.49,10,178356
144000,11,16000,11.49,10,178366
96000,4,4000,6.62,16,178376
116400,13,2000,8.59,9,178406
150000,11,24000,10.37,5,178458
150000,2,24000,7.51,5,178458
150000,5,24000,11.36,5,178458
130000,11,10000,12.42,10,178471
120000,5,7500,15.65,9,178473
145000,3,10000,10.59,4,178474
145000,1,10000,10.99,2,178474
150000,6,9000,10.38,4,178476
150000,9,9000,7.49,2,178476
110000,5,3000,14.27,7,178482
110000,14,15000,13.85,15,178589
150000,9,8800,9.99,4,178677
125000,5,15000,12.84,9,178712
102000,3,15000,7.88,13,178753
102000,1,15000,12.84,17,178753
105600,5,6000,6.99,7,178773
120000,11,12000,9.91,28,178797
136173,5,5000,6.62,8,178814
140000,13,24100,11.83,6,178855
143000,5,7000,6.99,2,178878
120000,6,25000,10.75,7,178946
120000,7,25000,10.36,7,178946
120000,5,25000,15.95,10,178946
120000,7,13000,12.69,10,178964
